Name	SRR847690	SRR847691	SRR847692	SRR847693	SRR847694	SRR847695	SRR847696	SRR847697	SRR847698	SRR847699	SRR847700	SRR847701
5830468F06Rik	0	0	0	0	0	0	0	0	0	0	0	0
5830473C10Rik	0	0	0	0	0	0	0	0	0	0	0	0
5830477G23Rik	0	0	0	0	0	0	0	0	0	0	0	0
5930403L14Rik	0	0	0	0	0	0	0	0	0	0	0	0
5930422O12Rik	0	0	0	0	0	0	0	0	0	0	0	0
5930430L01Rik	0	0	0	0	0	0	0	0	0	0	0	0
6030407O03Rik	0	0	0	0	0	0	0	0	0	0	0	0
6030426L16Rik	0	0	0	0	0	0	0	0	0	0	0	0
6030440G07Rik	0	0	0	0	0	0	0	0	0	0	0	0
6030443J06Rik	0	0	0	0	0	0	0	0	0	0	0	0
6030445D17Rik	0	0	0	0	0	0	0	0	0	0	0	0
6030452D12Rik	0	0	0	0	0	0	0	0	0	0	0	0
6030468B19Rik	0	0	0	0	0	0	0	0	0	0	0	0
6030469F06Rik	0	0	0	0	0	0	0	0	0	0	0	0
6030498E09Rik	0	0	0	0	0	0	0	0	0	0	0	0
6230416C02Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330405D24Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330406I15Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330407A03Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330409D20Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330411D24Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330415B21Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330415G19Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330420H09Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330512M04Rik	0	0	0	0	0	0	0	0	0	0	0	0
6330527O06Rik	0	0	0	0	0	0	0	0	0	0	0	0
6430411K18Rik	0	0	0	0	0	0	0	0	0	0	0	0
6430590A10Rik	0	0	0	0	0	0	0	0	0	0	0	0
6430628N08Rik	0	0	0	0	0	0	0	0	0	0	0	0
6430710C18Rik	0	0	0	0	0	0	0	0	0	0	0	0
6530402F18Rik	0	0	0	0	0	0	0	0	0	0	0	0
6530403M18Rik	0	0	0	0	0	0	0	0	0	0	0	0
6530409C15Rik	0	0	0	0	0	0	0	0	0	0	0	0
6530411M01Rik	0	0	0	0	0	0	0	0	0	0	0	0
6720416L17Rik	0	0	0	0	0	0	0	0	0	0	0	0
6720418B01Rik	0	0	0	0	0	0	0	0	0	0	0	0
6720432D03Rik	0	0	0	0	0	0	0	0	0	0	0	0
6720468P15Rik	0	0	0	0	0	0	0	0	0	0	0	0
6720475J19Rik	0	0	0	0	0	0	0	0	0	0	0	0
6820426E19Rik	0	0	0	0	0	0	0	0	0	0	0	0
7030419G21Rik	0	0	0	0	0	0	0	0	0	0	0	0
7420426K07Rik	0	0	0	0	0	0	0	0	0	0	0	0
7420461P10Rik	0	0	0	0	0	0	0	0	0	0	0	0
7420700N18Rik	0	0	0	0	0	0	0	0	0	0	0	0
7530420F21Rik	0	0	0	0	0	0	0	0	0	0	0	0
7530422B04Rik	0	0	0	0	0	0	0	0	0	0	0	0
7530428D23Rik	0	0	0	0	0	0	0	0	0	0	0	0
8030423F21Rik	0	0	0	0	0	0	0	0	0	0	0	0
8030423J24Rik	0	0	0	0	0	0	0	0	0	0	0	0
8030453O22Rik	0	0	0	0	0	0	0	0	0	0	0	0
8030474K03Rik	0	0	0	0	0	0	0	0	0	0	0	0
8430408G22Rik	0	0	0	0	0	0	0	0	0	0	0	0
8430423G03Rik	0	0	0	0	0	0	0	0	0	0	0	0
8430426J06Rik	0	0	0	0	0	0	0	0	0	0	0	0
8430431K14Rik	0	0	0	0	0	0	0	0	0	0	0	0
8430439B09Rik	0	0	0	0	0	0	0	0	0	0	0	0
9030224M15Rik	0	0	0	0	0	0	0	0	0	0	0	0
9030404E10Rik	0	0	0	0	0	0	0	0	0	0	0	0
9030612E09Rik	0	0	0	0	0	0	0	0	0	0	0	0
9030619P08Rik	0	0	0	0	0	0	0	0	0	0	0	0
9030622O22Rik	0	0	0	0	0	0	0	0	0	0	0	0
9030624G23Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130004C02Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130004J05Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130014G24Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130015A21Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130015G15Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130017K11Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130019P16Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130208D14Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130209A04Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130213A22Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130221H12Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130227L01Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130230L23Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130404H23Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130409I23Rik	0	0	0	0	0	0	0	0	0	0	0	0
9130409J20Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230009I02Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230019H11Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230020A06Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230102K24Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230104L09Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230107M04Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230109A22Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230110F15Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230110K08Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230112D13Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230113P08Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230114J08Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330102E08Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330104G04Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330111N05Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330154J02Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330154K18Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330155M09Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330158H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330159K06	0	0	0	0	0	0	0	0	0	0	0	0
9330161L09Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330162B11Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330176C04Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330179D12Rik	0	0	0	0	0	0	0	0	0	0	0	0
9330188P03Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430002A10Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430007A20Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430021M05Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430025E04Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430031J16Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430041J12Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430069I07Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430076G02Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430077A04Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530002B09Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530003J23Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530004P13Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530028C05	0	0	0	0	0	0	0	0	0	0	0	0
9530036M11Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530036O11Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530051G07Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530052C20Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530053H05Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530077C14Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530080O11Rik	0	0	0	0	0	0	0	0	0	0	0	0
9630001P10Rik	0	0	0	0	0	0	0	0	0	0	0	0
9630009A06Rik	0	0	0	0	0	0	0	0	0	0	0	0
9630013A20Rik	0	0	0	0	0	0	0	0	0	0	0	0
9630013D21Rik	0	0	0	0	0	0	0	0	0	0	0	0
9630014M24Rik	0	0	0	0	0	0	0	0	0	0	0	0
9630028B13Rik	0	0	0	0	0	0	0	0	0	0	0	0
9630028H03Rik	0	0	0	0	0	0	0	0	0	0	0	0
9630041A04Rik	0	0	0	0	0	0	0	0	0	0	0	0
9830107B12Rik	0	0	0	0	0	0	0	0	0	0	0	0
9830163H01Rik	0	0	0	0	0	0	0	0	0	0	0	0
9830166K06Rik	0	0	0	0	0	0	0	0	0	0	0	0
9930021D14Rik	0	0	0	0	0	0	0	0	0	0	0	0
9930022D16Rik	0	0	0	0	0	0	0	0	0	0	0	0
9930032O22Rik	0	0	0	0	0	0	0	0	0	0	0	0
9930038B18Rik	0	0	0	0	0	0	0	0	0	0	0	0
9930111J21Rik2	0	0	0	0	0	0	0	0	0	0	0	0
a	0	0	0	0	0	0	0	0	0	0	0	0
A030001D20Rik	0	0	0	0	0	0	0	0	0	0	0	0
A030003K21Rik	0	0	0	0	0	0	0	0	0	0	0	0
A030005K14Rik	0	0	0	0	0	0	0	0	0	0	0	0
A030005L19Rik	0	0	0	0	0	0	0	0	0	0	0	0
A030014E15Rik	0	0	0	0	0	0	0	0	0	0	0	0
A130023I24Rik	0	0	0	0	0	0	0	0	0	0	0	0
A130030D18Rik	0	0	0	0	0	0	0	0	0	0	0	0
A130040M12Rik	0	0	0	0	0	0	0	0	0	0	0	0
A130050O07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A130051J06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A130066N16Rik	0	0	0	0	0	0	0	0	0	0	0	0
A130082M07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A1bg	0	0	0	0	0	0	0	0	0	0	0	0
A1cf	0	0	0	0	0	0	0	0	0	0	0	0
A230001M10Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230006K03Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230009B12Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230028O05Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230045G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230051N06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230052G05Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230056J06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230057D06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230065H16Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230070E04Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230072I06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230077H06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230083G16Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230098N10Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230103J11Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230103O09Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230107N01Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230108P19Rik	0	0	0	0	0	0	0	0	0	0	0	0
A26c2	0	0	0	0	0	0	0	0	0	0	0	0
A330008L17Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330009N23Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330017A19Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330033J07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330041J22Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330043C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330048O09Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330049M08Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330050F15Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330068G13Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330070K13Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330093E20Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330102I10Rik	0	0	0	0	0	0	0	0	0	0	0	0
A3galt2	0	0	0	0	0	0	0	0	0	0	0	0
A430010J10Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430035B10Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430048G15Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430057M04Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430060F13Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430071A18Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430072P03Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430075N02	0	0	0	0	0	0	0	0	0	0	0	0
A430084P05Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430088P11Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430089I19Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430090L17Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430093F15Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430107P09Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430108G06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430110L20Rik	0	0	0	0	0	0	0	0	0	0	0	0
A4gnt	0	0	0	0	0	0	0	0	0	0	0	0
A530006G24Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530010F05Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530010L16Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530013C23Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530016L24Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530017F20	0	0	0	0	0	0	0	0	0	0	0	0
A530020G20Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530021J07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530023O14Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530032D15Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530040E14Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530053G22Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530058N18Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530064D06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530076I17Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530079E22Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530083I20Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530088E08Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530095I07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530099J19Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630001O12Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630009H07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630010A05Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630014C17Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630023A22Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630023P12Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630033H20Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630072L19Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630073D07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630076J17Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630077J23Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630091E08Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630095E13Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630095N17Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630098A13Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730009L09Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730011C13Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730013G03Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730013G04	0	0	0	0	0	0	0	0	0	0	0	0
A730017C20Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730018C14Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730020M07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730028G07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730036I17Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730045E13Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730046J19Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730049H05Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730056A06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730069N07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730082K24Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730085A09Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730089K16Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730090H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730090N16Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730098P11Rik	0	0	0	0	0	0	0	0	0	0	0	0
A830005F24Rik	0	0	0	0	0	0	0	0	0	0	0	0
A830009L08Rik	0	0	0	0	0	0	0	0	0	0	0	0
A830012C17Rik	0	0	0	0	0	0	0	0	0	0	0	0
A830019P07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A830029E22Rik	0	0	0	0	0	0	0	0	0	0	0	0
A830031A19Rik	0	0	0	0	0	0	0	0	0	0	0	0
A830035A12Rik	0	0	0	0	0	0	0	0	0	0	0	0
A830039N20Rik	0	0	0	0	0	0	0	0	0	0	0	0
A830073O21Rik	0	0	0	0	0	0	0	0	0	0	0	0
A830082K12Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930002C04Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930002H24Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930002I21Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930003A15Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930003O13Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930005I04Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930006D01Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930006I01Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930007A09Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930009A15Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930011G23Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930013B10Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930017K11Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930017M01Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930018P22Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930023M06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930024E05Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930028N01Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930029G22Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930033H14Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930035D04Rik	0	0	0	0	0	0	0	0	0	0	0	0
AA066038	0	0	0	0	0	0	0	0	0	0	0	0
AA387883	0	0	0	0	0	0	0	0	0	0	0	0
AA413626	0	0	0	0	0	0	0	0	0	0	0	0
AA414768	0	0	0	0	0	0	0	0	0	0	0	0
AA414992	0	0	0	0	0	0	0	0	0	0	0	0
AA467197	0	0	0	0	0	0	0	0	0	0	0	0
AA474408	0	0	0	0	0	0	0	0	0	0	0	0
AA536875	0	0	0	0	0	0	0	0	0	0	0	0
AA545190	0	0	0	0	0	0	0	0	0	0	0	0
AA619741	0	0	0	0	0	0	0	0	0	0	0	0
AA623943	0	0	0	0	0	0	0	0	0	0	0	0
AA666905	0	0	0	0	0	0	0	0	0	0	0	0
AA667203	0	0	0	0	0	0	0	0	0	0	0	0
AA684185	0	0	0	0	0	0	0	0	0	0	0	0
AA792892	0	0	0	0	0	0	0	0	0	0	0	0
Aadac	0	0	0	0	0	0	0	0	0	0	0	0
Aadacl3	0	0	0	0	0	0	0	0	0	0	0	0
Aadat	0	0	0	0	0	0	0	0	0	0	0	0
Aanat	0	0	0	0	0	0	0	0	0	0	0	0
Aatk	0	0	0	0	0	0	0	0	0	0	0	0
AB041803	0	0	0	0	0	0	0	0	0	0	0	0
AB056442	0	0	0	0	0	0	0	0	0	0	0	0
AB099516	0	0	0	0	0	0	0	0	0	0	0	0
AB124611	0	0	0	0	0	0	0	0	0	0	0	0
Abca12	0	0	0	0	0	0	0	0	0	0	0	0
Abca14	0	0	0	0	0	0	0	0	0	0	0	0
Abca15	0	0	0	0	0	0	0	0	0	0	0	0
Abca17	0	0	0	0	0	0	0	0	0	0	0	0
Abca8a	0	0	0	0	0	0	0	0	0	0	0	0
Abca9	0	0	0	0	0	0	0	0	0	0	0	0
Abcb11	0	0	0	0	0	0	0	0	0	0	0	0
Abcc12	0	0	0	0	0	0	0	0	0	0	0	0
Abcc8	0	0	0	0	0	0	0	0	0	0	0	0
Abcc9	0	0	0	0	0	0	0	0	0	0	0	0
Abcg3	0	0	0	0	0	0	0	0	0	0	0	0
Abcg4	0	0	0	0	0	0	0	0	0	0	0	0
Abcg5	0	0	0	0	0	0	0	0	0	0	0	0
Abcg8	0	0	0	0	0	0	0	0	0	0	0	0
Abhd1	0	0	0	0	0	0	0	0	0	0	0	0
Abhd12b	0	0	0	0	0	0	0	0	0	0	0	0
Abhd16a	0	0	0	0	0	0	0	0	0	0	0	0
Abhd16b	0	0	0	0	0	0	0	0	0	0	0	0
Abp1	0	0	0	0	0	0	0	0	0	0	0	0
Abpa	0	0	0	0	0	0	0	0	0	0	0	0
Abpb	0	0	0	0	0	0	0	0	0	0	0	0
Abpd	0	0	0	0	0	0	0	0	0	0	0	0
Abpe	0	0	0	0	0	0	0	0	0	0	0	0
Abpg	0	0	0	0	0	0	0	0	0	0	0	0
Abpz	0	0	0	0	0	0	0	0	0	0	0	0
Accn4	0	0	0	0	0	0	0	0	0	0	0	0
Accn5	0	0	0	0	0	0	0	0	0	0	0	0
Ace2	0	0	0	0	0	0	0	0	0	0	0	0
Ace3	0	0	0	0	0	0	0	0	0	0	0	0
Acnat1	0	0	0	0	0	0	0	0	0	0	0	0
Acnat2	0	0	0	0	0	0	0	0	0	0	0	0
Acot12	0	0	0	0	0	0	0	0	0	0	0	0
Acot5	0	0	0	0	0	0	0	0	0	0	0	0
Acox2	0	0	0	0	0	0	0	0	0	0	0	0
Acoxl	0	0	0	0	0	0	0	0	0	0	0	0
Acr	0	0	0	0	0	0	0	0	0	0	0	0
Acrv1	0	0	0	0	0	0	0	0	0	0	0	0
Acsbg2	0	0	0	0	0	0	0	0	0	0	0	0
Acsm1	0	0	0	0	0	0	0	0	0	0	0	0
Acsm2	0	0	0	0	0	0	0	0	0	0	0	0
Acsm5	0	0	0	0	0	0	0	0	0	0	0	0
Actbl2	0	0	0	0	0	0	0	0	0	0	0	0
Actg2	0	0	0	0	0	0	0	0	0	0	0	0
Actg-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Actl6b	0	0	0	0	0	0	0	0	0	0	0	0
Actl7a	0	0	0	0	0	0	0	0	0	0	0	0
Actl9	0	0	0	0	0	0	0	0	0	0	0	0
Actrt1	0	0	0	0	0	0	0	0	0	0	0	0
Actrt2	0	0	0	0	0	0	0	0	0	0	0	0
Acvr1c	0	0	0	0	0	0	0	0	0	0	0	0
Adam11	0	0	0	0	0	0	0	0	0	0	0	0
Adam18	0	0	0	0	0	0	0	0	0	0	0	0
Adam24	0	0	0	0	0	0	0	0	0	0	0	0
Adam26a	0	0	0	0	0	0	0	0	0	0	0	0
Adam26b	0	0	0	0	0	0	0	0	0	0	0	0
Adam28	0	0	0	0	0	0	0	0	0	0	0	0
Adam29	0	0	0	0	0	0	0	0	0	0	0	0
Adam3	0	0	0	0	0	0	0	0	0	0	0	0
Adam30	0	0	0	0	0	0	0	0	0	0	0	0
Adam33	0	0	0	0	0	0	0	0	0	0	0	0
Adam34	0	0	0	0	0	0	0	0	0	0	0	0
Adam39	0	0	0	0	0	0	0	0	0	0	0	0
Adam5	0	0	0	0	0	0	0	0	0	0	0	0
Adam6a	0	0	0	0	0	0	0	0	0	0	0	0
Adam6b	0	0	0	0	0	0	0	0	0	0	0	0
Adam7	0	0	0	0	0	0	0	0	0	0	0	0
Adamdec1	0	0	0	0	0	0	0	0	0	0	0	0
Adamts12	0	0	0	0	0	0	0	0	0	0	0	0
Adamts13	0	0	0	0	0	0	0	0	0	0	0	0
Adamts16	0	0	0	0	0	0	0	0	0	0	0	0
Adamts18	0	0	0	0	0	0	0	0	0	0	0	0
Adamtsl2	0	0	0	0	0	0	0	0	0	0	0	0
Adamtsl3	0	0	0	0	0	0	0	0	0	0	0	0
Adarb2	0	0	0	0	0	0	0	0	0	0	0	0
Adck3	0	0	0	0	0	0	0	0	0	0	0	0
Adcy4	0	0	0	0	0	0	0	0	0	0	0	0
Adcy8	0	0	0	0	0	0	0	0	0	0	0	0
Adcyap1	0	0	0	0	0	0	0	0	0	0	0	0
Add2	0	0	0	0	0	0	0	0	0	0	0	0
Adh1	0	0	0	0	0	0	0	0	0	0	0	0
Adh6a	0	0	0	0	0	0	0	0	0	0	0	0
Adh6-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Adh7	0	0	0	0	0	0	0	0	0	0	0	0
Adig	0	0	0	0	0	0	0	0	0	0	0	0
Adipoq	0	0	0	0	0	0	0	0	0	0	0	0
Adora1	0	0	0	0	0	0	0	0	0	0	0	0
Adra1a	0	0	0	0	0	0	0	0	0	0	0	0
Adra1b	0	0	0	0	0	0	0	0	0	0	0	0
Adra1d	0	0	0	0	0	0	0	0	0	0	0	0
Adra2c	0	0	0	0	0	0	0	0	0	0	0	0
Adrb1	0	0	0	0	0	0	0	0	0	0	0	0
Adssl1	0	0	0	0	0	0	0	0	0	0	0	0
AF251705	0	0	0	0	0	0	0	0	0	0	0	0
AF357355	0	0	0	0	0	0	0	0	0	0	0	0
AF357359	0	0	0	0	0	0	0	0	0	0	0	0
AF366264	0	0	0	0	0	0	0	0	0	0	0	0
Afm	0	0	0	0	0	0	0	0	0	0	0	0
Afp	0	0	0	0	0	0	0	0	0	0	0	0
Agbl1	0	0	0	0	0	0	0	0	0	0	0	0
Agbl4	0	0	0	0	0	0	0	0	0	0	0	0
Ager	0	0	0	0	0	0	0	0	0	0	0	0
Agmat	0	0	0	0	0	0	0	0	0	0	0	0
Agr2	0	0	0	0	0	0	0	0	0	0	0	0
Agr3	0	0	0	0	0	0	0	0	0	0	0	0
Agt	0	0	0	0	0	0	0	0	0	0	0	0
Agtr1a	0	0	0	0	0	0	0	0	0	0	0	0
Agtr1b	0	0	0	0	0	0	0	0	0	0	0	0
Agtr2	0	0	0	0	0	0	0	0	0	0	0	0
Agxt	0	0	0	0	0	0	0	0	0	0	0	0
Agxt2	0	0	0	0	0	0	0	0	0	0	0	0
Agxt2l1	0	0	0	0	0	0	0	0	0	0	0	0
Ahnak2	0	0	0	0	0	0	0	0	0	0	0	0
AI115009	0	0	0	0	0	0	0	0	0	0	0	0
AI118078	0	0	0	0	0	0	0	0	0	0	0	0
AI197445	0	0	0	0	0	0	0	0	0	0	0	0
AI314278	0	0	0	0	0	0	0	0	0	0	0	0
AI314831	0	0	0	0	0	0	0	0	0	0	0	0
AI317395	0	0	0	0	0	0	0	0	0	0	0	0
AI324046	0	0	0	0	0	0	0	0	0	0	0	0
AI463229	0	0	0	0	0	0	0	0	0	0	0	0
AI481877	0	0	0	0	0	0	0	0	0	0	0	0
AI606473	0	0	0	0	0	0	0	0	0	0	0	0
AI607873	0	0	0	0	0	0	0	0	0	0	0	0
